Title,Rating,Votes,Duration,Genre
1. Moana 2,6.7,89000.0,100,Animation
2. Flow,7.9,61000.0,85,Animation
3. The Wild Robot,8.2,153000.0,102,Animation
4. Mufasa: The Lion King,6.6,48000.0,118,Animation
5. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Animation
6. The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2400.0,91,Animation
7. Night of the Zoopocalypse,6.3,344.0,91,Animation
8. Despicable Me 4,6.2,63000.0,94,Animation
9. Inside Out 2,7.5,212000.0,96,Animation
10. Transformers One,7.6,48000.0,104,Animation
11. Memoir of a Snail,7.8,15000.0,95,Animation
12. Solo Leveling: ReAwakening,8.8,7600.0,121,Animation
13. IF,6.4,57000.0,104,Animation
14. Spermageddon,5.8,622.0,80,Animation
15. Wallace & Gromit: Vengeance Most Fowl,7.5,33000.0,82,Animation
16. Harold and the Purple Crayon,5.7,7900.0,90,Animation
17. Attack on Titan the Movie: The Last Attack,9.2,14000.0,145,Animation
18. Kung Fu Panda 4,6.3,67000.0,94,Animation
19. The Garfield Movie,5.7,24000.0,101,Animation
20. Hitpig,5.1,846.0,86,Animation
21. Watchmen: Chapter I,7.0,6300.0,83,Animation
22. Spellbound,5.7,6400.0,109,Animation
23. Look Back,7.8,14000.0,58,Animation
24. Grand Theft Hamlet,6.9,1600.0,89,Animation
25. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Animation
26. Piece by Piece,6.9,5100.0,93,Animation
27. Watchmen: Chapter II,7.0,2800.0,90,Animation
28. Megamind vs. The Doom Syndicate,2.5,5500.0,83,Animation
29. The Remarkable Life of Ibelin,8.2,12000.0,103,Animation
30. Orion and the Dark,6.3,17000.0,93,Animation
31. A Sloth Story,5.6,185.0,90,Animation
32. My Hero Academia: You're Next,7.0,1900.0,110,Animation
33. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Animation
34. The Most Precious of Cargoes,7.1,736.0,81,Animation
35. That Christmas,6.8,17000.0,91,Animation
36. Thelma the Unicorn,5.7,2900.0,93,Animation
37. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Animation
38. The Tiger's Apprentice,5.7,2100.0,84,Animation
39. The Lost Tiger,7.8,38.0,90,Animation
40. 200% Wolf,6.0,1300.0,98,Animation
41. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Animation
42. Ultraman: Rising,6.9,6200.0,117,Animation
43. 10 Lives,5.9,1800.0,88,Animation
44. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Animation
45. Frida,7.5,1500.0,87,Animation
46. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Animation
47. Mars,8.9,19.0,84,Animation
48. Dan Da Dan: First Encounter,8.2,2600.0,83,Animation
49. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Animation
50. Buffalo Kids,6.6,643.0,93,Animation
51. Dragonkeeper,5.7,1600.0,98,Animation
52. Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.7,1000.0,90,Animation
53. Crayon Shin-chan: Ora's Dinosaur Diary,6.5,316.0,106,Animation
54. My Freaky Family,6.4,389.0,86,Animation
55. Limonov: The Ballad of Eddie,6.0,735.0,138,Animation
56. The Glassworker,7.5,1500.0,98,Animation
57. The Colors Within,7.1,827.0,101,Animation
58. Johnny Puff: Secret Mission,4.8,434.0,87,Animation
59. Ghost Cat Anzu,6.5,714.0,97,Animation
60. From Ground Zero,7.9,501.0,112,Animation
61. Storm Crashers,6.3,550.0,88,Animation
62. Dalia y el Libro Rojo,6.3,55.0,107,Animation
63. Overlord: The Sacred Kingdom,7.0,702.0,135,Animation
64. Rebellious,6.0,164.0,94,Animation
65. Savages,7.0,273.0,87,Animation
66. Haikyu!! The Dumpster Battle,7.7,6000.0,85,Animation
67. The Night Before Christmas in Wonderland,6.3,509.0,80,Animation
68. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Animation
69. Lesbian Space Princess,8.0,98.0,87,Animation
70. Blue Lock: Episode Nagi,6.6,2400.0,91,Animation
71. Super-Charlie,6.3,107.0,80,Animation
72. Ryan's World the Movie: Titan Universe Adventure,1.8,653.0,80,Animation
73. My Oni Girl,6.0,1700.0,112,Animation
75. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Animation
76. White Snake: Afloat,6.9,435.0,133,Animation
77. Fox & Hare Save the Forest,5.9,193.0,71,Animation
78. Noah's Ark,4.3,625.0,96,Animation
79. No Time to Spy: A Loud House Movie,6.4,436.0,81,Animation
80. The Quintessential Quintuplets Specials 2,7.2,113.0,46,Animation
81. Panda Bear in Africa,5.5,309.0,84,Animation
82. Boys Go to Jupiter,6.9,88.0,90,Animation
83. Xiong Shi Shao Nian 2,7.5,188.0,134,Animation
84. Mobile Suit Gundam SEED Freedom,6.6,927.0,124,Animation
85. Given 3: To the Sea,8.2,10.0,80,Animation
86. Baki Hanma VS Kengan Ashura,5.7,1900.0,62,Animation
87. Uma Musume: Pretty Derby - Beginning of a New Era,7.4,110.0,108,Animation
88. Zak & Wowo: The Legend of Lendarys,5.7,86.0,85,Animation
89. Detective Conan: The Million-Dollar Pentagram,6.8,1400.0,111,Animation
90. Exorcism Chronicles: The Beginning,7.0,71.0,85,Animation
91. Rafadan Tayfa: Kapadokya,6.8,112.0,84,Animation
92. Gracie and Pedro: Pets to the Rescue,5.1,260.0,87,Animation
93. SuperKlaus,4.3,192.0,88,Animation
94. Schirkoa: In Lies We Trust,5.6,154.0,103,Animation
95. The Casagrandes Movie,5.6,654.0,89,Animation
96. Heartsping : Teenieping of Love,7.0,22.0,0,Animation
97. Diplodocus,6.4,159.0,90,Animation
98. Jon Vardar protiv Galaksijata,8.9,60.0,86,Animation
99. The Big Trip 3: Race Around the World,5.7,51.0,85,Animation
100. Big City Greens the Movie: Spacecation,6.2,533.0,0,Animation
1. Moana 2,6.7,89000.0,100,Animation
2. Flow,7.9,61000.0,85,Animation
3. The Wild Robot,8.2,153000.0,102,Animation
4. Mufasa: The Lion King,6.6,48000.0,118,Animation
5. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Animation
6. The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2400.0,91,Animation
7. Night of the Zoopocalypse,6.3,344.0,91,Animation
8. Despicable Me 4,6.2,63000.0,94,Animation
9. Inside Out 2,7.5,212000.0,96,Animation
10. Transformers One,7.6,48000.0,104,Animation
11. Memoir of a Snail,7.8,15000.0,95,Animation
12. Solo Leveling: ReAwakening,8.8,7600.0,121,Animation
13. IF,6.4,57000.0,104,Animation
14. Spermageddon,5.8,622.0,80,Animation
15. Wallace & Gromit: Vengeance Most Fowl,7.5,33000.0,82,Animation
16. Harold and the Purple Crayon,5.7,7900.0,90,Animation
17. Attack on Titan the Movie: The Last Attack,9.2,14000.0,145,Animation
18. Kung Fu Panda 4,6.3,67000.0,94,Animation
19. The Garfield Movie,5.7,24000.0,101,Animation
20. Hitpig,5.1,846.0,86,Animation
21. Watchmen: Chapter I,7.0,6300.0,83,Animation
22. Spellbound,5.7,6400.0,109,Animation
23. Look Back,7.8,14000.0,58,Animation
24. Grand Theft Hamlet,6.9,1600.0,89,Animation
25. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Animation
26. Piece by Piece,6.9,5100.0,93,Animation
27. Watchmen: Chapter II,7.0,2800.0,90,Animation
28. Megamind vs. The Doom Syndicate,2.5,5500.0,83,Animation
29. The Remarkable Life of Ibelin,8.2,12000.0,103,Animation
30. Orion and the Dark,6.3,17000.0,93,Animation
31. A Sloth Story,5.6,185.0,90,Animation
32. My Hero Academia: You're Next,7.0,1900.0,110,Animation
33. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Animation
34. The Most Precious of Cargoes,7.1,736.0,81,Animation
35. That Christmas,6.8,17000.0,91,Animation
36. Thelma the Unicorn,5.7,2900.0,93,Animation
37. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Animation
38. The Tiger's Apprentice,5.7,2100.0,84,Animation
39. The Lost Tiger,7.8,38.0,90,Animation
40. 200% Wolf,6.0,1300.0,98,Animation
41. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Animation
42. Ultraman: Rising,6.9,6200.0,117,Animation
43. 10 Lives,5.9,1800.0,88,Animation
44. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Animation
45. Frida,7.5,1500.0,87,Animation
46. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Animation
47. Mars,8.9,19.0,84,Animation
48. Dan Da Dan: First Encounter,8.2,2600.0,83,Animation
49. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Animation
50. Buffalo Kids,6.6,643.0,93,Animation
51. Dragonkeeper,5.7,1600.0,98,Animation
52. Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.7,1000.0,90,Animation
53. Crayon Shin-chan: Ora's Dinosaur Diary,6.5,316.0,106,Animation
54. My Freaky Family,6.4,389.0,86,Animation
55. Limonov: The Ballad of Eddie,6.0,735.0,138,Animation
56. The Glassworker,7.5,1500.0,98,Animation
57. The Colors Within,7.1,827.0,101,Animation
58. Johnny Puff: Secret Mission,4.8,434.0,87,Animation
59. Ghost Cat Anzu,6.5,714.0,97,Animation
60. From Ground Zero,7.9,501.0,112,Animation
61. Storm Crashers,6.3,550.0,88,Animation
62. Dalia y el Libro Rojo,6.3,55.0,107,Animation
63. Overlord: The Sacred Kingdom,7.0,702.0,135,Animation
64. Rebellious,6.0,164.0,94,Animation
65. Savages,7.0,273.0,87,Animation
66. Haikyu!! The Dumpster Battle,7.7,6000.0,85,Animation
67. The Night Before Christmas in Wonderland,6.3,509.0,80,Animation
68. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Animation
69. Lesbian Space Princess,8.0,98.0,87,Animation
70. Blue Lock: Episode Nagi,6.6,2400.0,91,Animation
71. Super-Charlie,6.3,107.0,80,Animation
72. Ryan's World the Movie: Titan Universe Adventure,1.8,653.0,80,Animation
73. My Oni Girl,6.0,1700.0,112,Animation
75. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Animation
76. White Snake: Afloat,6.9,435.0,133,Animation
77. Fox & Hare Save the Forest,5.9,193.0,71,Animation
78. Noah's Ark,4.3,625.0,96,Animation
79. No Time to Spy: A Loud House Movie,6.4,436.0,81,Animation
80. The Quintessential Quintuplets Specials 2,7.2,113.0,46,Animation
81. Panda Bear in Africa,5.5,309.0,84,Animation
82. Boys Go to Jupiter,6.9,88.0,90,Animation
83. Xiong Shi Shao Nian 2,7.5,188.0,134,Animation
84. Mobile Suit Gundam SEED Freedom,6.6,927.0,124,Animation
85. Given 3: To the Sea,8.2,10.0,80,Animation
86. Baki Hanma VS Kengan Ashura,5.7,1900.0,62,Animation
87. Uma Musume: Pretty Derby - Beginning of a New Era,7.4,110.0,108,Animation
88. Zak & Wowo: The Legend of Lendarys,5.7,86.0,85,Animation
89. Detective Conan: The Million-Dollar Pentagram,6.8,1400.0,111,Animation
90. Exorcism Chronicles: The Beginning,7.0,71.0,85,Animation
91. Rafadan Tayfa: Kapadokya,6.8,112.0,84,Animation
92. Gracie and Pedro: Pets to the Rescue,5.1,260.0,87,Animation
93. SuperKlaus,4.3,192.0,88,Animation
94. Schirkoa: In Lies We Trust,5.6,154.0,103,Animation
95. The Casagrandes Movie,5.6,654.0,89,Animation
96. Heartsping : Teenieping of Love,7.0,22.0,0,Animation
97. Diplodocus,6.4,159.0,90,Animation
98. Jon Vardar protiv Galaksijata,8.9,60.0,86,Animation
99. The Big Trip 3: Race Around the World,5.7,51.0,85,Animation
100. Big City Greens the Movie: Spacecation,6.2,533.0,0,Animation
"101. Maya, donne-moi un titre",6.4,47.0,61,Animation
103. Little Emma,5.7,103.0,106,Animation
104. Elli and the Ghostly Ghost Train,5.0,89.0,86,Animation
105. Mariposas Negras,7.0,46.0,83,Animation
106. Bocchi the Rock! Re:,7.5,142.0,90,Animation
107. Sabbath Queen,8.0,59.0,105,Animation
108. Out of the Nest,7.4,103.0,84,Animation
109. Fureru,6.4,23.0,107,Animation
110. Peppa's Cinema Party,5.0,153.0,65,Animation
111. Dead Dead Demon's Dededede Destruction,7.0,139.0,120,Animation
113. Movie Given Hiiragi Mix.,7.4,139.0,70,Animation
114. Living Large,7.7,101.0,80,Animation
117. Captain Avispa,5.8,172.0,96,Animation
119. Nie Xiaoqian,6.4,16.0,112,Animation
120. Kvitebjørn,5.9,52.0,85,Animation
"121. Die Heinzels: Neue Mützen, Neue Mission",6.4,72.0,76,Animation
122. Dragon Ball Z Kai,8.4,66.0,82,Animation
123. Kizumonogatari: Koyomi Vamp,7.0,81.0,144,Animation
124. Slocum et moi,7.4,64.0,75,Animation
125. Dongeng Sang Kancil,8.3,80.0,99,Animation
126. Hola Frida,7.3,21.0,82,Animation
127. Angelo dans la forêt mystérieuse,6.0,107.0,81,Animation
128. The Storm,6.1,136.0,102,Animation
129. Il segreto di Liberato,7.3,212.0,90,Animation
130. Luntik. Vozvrashchenie domoy,6.4,73.0,0,Animation
131. Bocchi the Rock! Re: Re:,7.9,87.0,77,Animation
132. Sanatorium Under the Sign of the Hourglass,5.3,90.0,75,Animation
"134. Robotia, the Movie",8.1,21.0,86,Animation
135. PAPmusic - Animation for Fashion,1.0,128.0,85,Animation
136. Niko: Beyond the Northern Lights,6.2,305.0,86,Animation
137. Yumi's Cells: The Movie,6.2,48.0,93,Animation
138. Rock Bottom,7.0,39.0,86,Animation
140. Quo Vadis,6.6,330.0,90,Animation
141. The Proud Princess,7.2,100.0,84,Animation
142. Tri kota. Zimnie kanikuly,6.1,27.0,65,Animation
143. Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.2,27.0,71,Animation
145. Fuuto PI: Portrait of Kamen Rider Skull,7.6,31.0,82,Animation
146. Rocky and Bullwinkle,9.7,11.0,100,Animation
147. Si Juki the Movie: Harta Pulau Monyet,6.0,115.0,107,Animation
148. Into the Mortal World,6.8,141.0,118,Animation
149. Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14.0,90,Animation
150. TWST: Things We Said Today,6.9,43.0,86,Animation
1. Moana 2,6.7,89000.0,100,Animation
2. Flow,7.9,61000.0,85,Animation
3. The Wild Robot,8.2,153000.0,102,Animation
4. Mufasa: The Lion King,6.6,48000.0,118,Animation
5. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Animation
6. The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2400.0,91,Animation
7. Night of the Zoopocalypse,6.3,344.0,91,Animation
8. Despicable Me 4,6.2,63000.0,94,Animation
9. Inside Out 2,7.5,212000.0,96,Animation
10. Transformers One,7.6,48000.0,104,Animation
11. Memoir of a Snail,7.8,15000.0,95,Animation
12. Solo Leveling: ReAwakening,8.8,7600.0,121,Animation
13. IF,6.4,57000.0,104,Animation
14. Spermageddon,5.8,622.0,80,Animation
15. Wallace & Gromit: Vengeance Most Fowl,7.5,33000.0,82,Animation
16. Harold and the Purple Crayon,5.7,7900.0,90,Animation
17. Attack on Titan the Movie: The Last Attack,9.2,14000.0,145,Animation
18. Kung Fu Panda 4,6.3,67000.0,94,Animation
19. The Garfield Movie,5.7,24000.0,101,Animation
20. Hitpig,5.1,846.0,86,Animation
21. Watchmen: Chapter I,7.0,6300.0,83,Animation
22. Spellbound,5.7,6400.0,109,Animation
23. Look Back,7.8,14000.0,58,Animation
24. Grand Theft Hamlet,6.9,1600.0,89,Animation
25. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Animation
26. Piece by Piece,6.9,5100.0,93,Animation
27. Watchmen: Chapter II,7.0,2800.0,90,Animation
28. Megamind vs. The Doom Syndicate,2.5,5500.0,83,Animation
29. The Remarkable Life of Ibelin,8.2,12000.0,103,Animation
30. Orion and the Dark,6.3,17000.0,93,Animation
31. A Sloth Story,5.6,185.0,90,Animation
32. My Hero Academia: You're Next,7.0,1900.0,110,Animation
33. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Animation
34. The Most Precious of Cargoes,7.1,736.0,81,Animation
35. That Christmas,6.8,17000.0,91,Animation
36. Thelma the Unicorn,5.7,2900.0,93,Animation
37. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Animation
38. The Tiger's Apprentice,5.7,2100.0,84,Animation
39. The Lost Tiger,7.8,38.0,90,Animation
40. 200% Wolf,6.0,1300.0,98,Animation
41. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Animation
42. Ultraman: Rising,6.9,6200.0,117,Animation
43. 10 Lives,5.9,1800.0,88,Animation
44. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Animation
45. Frida,7.5,1500.0,87,Animation
46. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Animation
47. Mars,8.9,19.0,84,Animation
48. Dan Da Dan: First Encounter,8.2,2600.0,83,Animation
49. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Animation
50. Buffalo Kids,6.6,643.0,93,Animation
51. Dragonkeeper,5.7,1600.0,98,Animation
52. Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.7,1000.0,90,Animation
53. Crayon Shin-chan: Ora's Dinosaur Diary,6.5,316.0,106,Animation
54. My Freaky Family,6.4,389.0,86,Animation
55. Limonov: The Ballad of Eddie,6.0,735.0,138,Animation
56. The Glassworker,7.5,1500.0,98,Animation
57. The Colors Within,7.1,827.0,101,Animation
58. Johnny Puff: Secret Mission,4.8,434.0,87,Animation
59. Ghost Cat Anzu,6.5,714.0,97,Animation
60. From Ground Zero,7.9,501.0,112,Animation
61. Storm Crashers,6.3,550.0,88,Animation
62. Dalia y el Libro Rojo,6.3,55.0,107,Animation
63. Overlord: The Sacred Kingdom,7.0,702.0,135,Animation
64. Rebellious,6.0,164.0,94,Animation
65. Savages,7.0,273.0,87,Animation
66. Haikyu!! The Dumpster Battle,7.7,6000.0,85,Animation
67. The Night Before Christmas in Wonderland,6.3,509.0,80,Animation
68. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Animation
69. Lesbian Space Princess,8.0,98.0,87,Animation
70. Blue Lock: Episode Nagi,6.6,2400.0,91,Animation
71. Super-Charlie,6.3,107.0,80,Animation
72. Ryan's World the Movie: Titan Universe Adventure,1.8,653.0,80,Animation
73. My Oni Girl,6.0,1700.0,112,Animation
75. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Animation
76. White Snake: Afloat,6.9,435.0,133,Animation
77. Fox & Hare Save the Forest,5.9,193.0,71,Animation
78. Noah's Ark,4.3,625.0,96,Animation
79. No Time to Spy: A Loud House Movie,6.4,436.0,81,Animation
80. The Quintessential Quintuplets Specials 2,7.2,113.0,46,Animation
81. Panda Bear in Africa,5.5,309.0,84,Animation
82. Boys Go to Jupiter,6.9,88.0,90,Animation
83. Xiong Shi Shao Nian 2,7.5,188.0,134,Animation
84. Mobile Suit Gundam SEED Freedom,6.6,927.0,124,Animation
85. Given 3: To the Sea,8.2,10.0,80,Animation
86. Baki Hanma VS Kengan Ashura,5.7,1900.0,62,Animation
87. Uma Musume: Pretty Derby - Beginning of a New Era,7.4,110.0,108,Animation
88. Zak & Wowo: The Legend of Lendarys,5.7,86.0,85,Animation
89. Detective Conan: The Million-Dollar Pentagram,6.8,1400.0,111,Animation
90. Exorcism Chronicles: The Beginning,7.0,71.0,85,Animation
91. Rafadan Tayfa: Kapadokya,6.8,112.0,84,Animation
92. Gracie and Pedro: Pets to the Rescue,5.1,260.0,87,Animation
93. SuperKlaus,4.3,192.0,88,Animation
94. Schirkoa: In Lies We Trust,5.6,154.0,103,Animation
95. The Casagrandes Movie,5.6,654.0,89,Animation
96. Heartsping : Teenieping of Love,7.0,22.0,0,Animation
97. Diplodocus,6.4,159.0,90,Animation
98. Jon Vardar protiv Galaksijata,8.9,60.0,86,Animation
99. The Big Trip 3: Race Around the World,5.7,51.0,85,Animation
100. Big City Greens the Movie: Spacecation,6.2,533.0,0,Animation
"101. Maya, donne-moi un titre",6.4,47.0,61,Animation
103. Little Emma,5.7,103.0,106,Animation
104. Elli and the Ghostly Ghost Train,5.0,89.0,86,Animation
105. Mariposas Negras,7.0,46.0,83,Animation
106. Bocchi the Rock! Re:,7.5,142.0,90,Animation
107. Sabbath Queen,8.0,59.0,105,Animation
108. Out of the Nest,7.4,103.0,84,Animation
109. Fureru,6.4,23.0,107,Animation
110. Peppa's Cinema Party,5.0,153.0,65,Animation
111. Dead Dead Demon's Dededede Destruction,7.0,139.0,120,Animation
113. Movie Given Hiiragi Mix.,7.4,139.0,70,Animation
114. Living Large,7.7,101.0,80,Animation
117. Captain Avispa,5.8,172.0,96,Animation
119. Nie Xiaoqian,6.4,16.0,112,Animation
120. Kvitebjørn,5.9,52.0,85,Animation
"121. Die Heinzels: Neue Mützen, Neue Mission",6.4,72.0,76,Animation
122. Dragon Ball Z Kai,8.4,66.0,82,Animation
123. Kizumonogatari: Koyomi Vamp,7.0,81.0,144,Animation
124. Slocum et moi,7.4,64.0,75,Animation
125. Dongeng Sang Kancil,8.3,80.0,99,Animation
126. Hola Frida,7.3,21.0,82,Animation
127. Angelo dans la forêt mystérieuse,6.0,107.0,81,Animation
128. The Storm,6.1,136.0,102,Animation
129. Il segreto di Liberato,7.3,212.0,90,Animation
130. Luntik. Vozvrashchenie domoy,6.4,73.0,0,Animation
131. Bocchi the Rock! Re: Re:,7.9,87.0,77,Animation
132. Sanatorium Under the Sign of the Hourglass,5.3,90.0,75,Animation
"134. Robotia, the Movie",8.1,21.0,86,Animation
135. PAPmusic - Animation for Fashion,1.0,128.0,85,Animation
136. Niko: Beyond the Northern Lights,6.2,305.0,86,Animation
137. Yumi's Cells: The Movie,6.2,48.0,93,Animation
138. Rock Bottom,7.0,39.0,86,Animation
140. Quo Vadis,6.6,330.0,90,Animation
141. The Proud Princess,7.2,100.0,84,Animation
142. Tri kota. Zimnie kanikuly,6.1,27.0,65,Animation
143. Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.2,27.0,71,Animation
145. Fuuto PI: Portrait of Kamen Rider Skull,7.6,31.0,82,Animation
146. Rocky and Bullwinkle,9.7,11.0,100,Animation
147. Si Juki the Movie: Harta Pulau Monyet,6.0,115.0,107,Animation
148. Into the Mortal World,6.8,141.0,118,Animation
149. Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14.0,90,Animation
150. TWST: Things We Said Today,6.9,43.0,86,Animation
151. Transformers: 40th Anniversary Event,7.2,28.0,96,Animation
155. Goldbeak,4.9,126.0,94,Animation
"156. Silex and the City, le film",4.9,47.0,77,Animation
157. Askepote,3.5,80.0,72,Animation
158. Appu,8.6,181.0,92,Animation
159. Masha i Medved v kino: Park chudes,7.0,16.0,58,Animation
160. Steal the Naughty List,6.7,113.0,90,Animation
161. Rocket Club: Across the Cosmos,8.2,18.0,68,Animation
162. Mustafa,6.9,73.0,75,Animation
163. Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,71.0,70,Animation
164. The Worlds Divide,8.0,36.0,120,Animation
165. Norbert,6.6,11.0,75,Animation
168. Maxxie LaWow: Drag Super-shero,8.9,54.0,114,Animation
169. Le parfum d'Irak,8.1,38.0,95,Animation
173. Benjamin Bat,8.1,28.0,75,Animation
174. Double Tuckerr,5.0,1200.0,120,Animation
175. Olivia & the Clouds,7.2,44.0,81,Animation
176. Trapezium,6.4,137.0,102,Animation
178. Pui Pui Molcar the Movie: Molmax,7.0,7.0,69,Animation
179. Boonie Bears: Time Twist,6.0,162.0,105,Animation
180. Dikkie Dik en de Verdwenen Knuffel,7.2,125.0,62,Animation
181. Kuramerukagari,5.8,79.0,61,Animation
182. Dead Dead Demon's Dededede Destruction Zenpen,7.0,136.0,120,Animation
183. The Greatest Surf Movie in the Universe,5.4,8.0,81,Animation
185. Meitantei Conan Bâsasu Kaitô Kiddo,6.2,152.0,81,Animation
186. Hello My Beautiful Creatures,6.8,169.0,142,Animation
187. Max Beyond,6.6,17.0,93,Animation
189. Animal Tales of Christmas Magic,6.8,50.0,72,Animation
190. A Few Moments of Cheers,7.4,24.0,68,Animation
192. The Umbrella Fairy,5.5,48.0,95,Animation
197. Sunburnt Unicorn,7.4,9.0,81,Animation
199. Motu Patlu & The Race to the Diamond Valley,7.8,27.0,72,Animation
200. Tay 2: Ebabil Takimi,5.5,35.0,78,Animation
1. Moana 2,6.7,89000.0,100,Animation
2. Flow,7.9,61000.0,85,Animation
3. The Wild Robot,8.2,153000.0,102,Animation
4. Mufasa: The Lion King,6.6,48000.0,118,Animation
5. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Animation
6. The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2400.0,91,Animation
7. Night of the Zoopocalypse,6.3,344.0,91,Animation
8. Despicable Me 4,6.2,63000.0,94,Animation
9. Inside Out 2,7.5,212000.0,96,Animation
10. Transformers One,7.6,48000.0,104,Animation
11. Memoir of a Snail,7.8,15000.0,95,Animation
12. Solo Leveling: ReAwakening,8.8,7600.0,121,Animation
13. IF,6.4,57000.0,104,Animation
14. Spermageddon,5.8,622.0,80,Animation
15. Wallace & Gromit: Vengeance Most Fowl,7.5,33000.0,82,Animation
16. Harold and the Purple Crayon,5.7,7900.0,90,Animation
17. Attack on Titan the Movie: The Last Attack,9.2,14000.0,145,Animation
18. Kung Fu Panda 4,6.3,67000.0,94,Animation
19. The Garfield Movie,5.7,24000.0,101,Animation
20. Hitpig,5.1,846.0,86,Animation
21. Watchmen: Chapter I,7.0,6300.0,83,Animation
22. Spellbound,5.7,6400.0,109,Animation
23. Look Back,7.8,14000.0,58,Animation
24. Grand Theft Hamlet,6.9,1600.0,89,Animation
25. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Animation
26. Piece by Piece,6.9,5100.0,93,Animation
27. Watchmen: Chapter II,7.0,2800.0,90,Animation
28. Megamind vs. The Doom Syndicate,2.5,5500.0,83,Animation
29. The Remarkable Life of Ibelin,8.2,12000.0,103,Animation
30. Orion and the Dark,6.3,17000.0,93,Animation
31. A Sloth Story,5.6,185.0,90,Animation
32. My Hero Academia: You're Next,7.0,1900.0,110,Animation
33. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Animation
34. The Most Precious of Cargoes,7.1,736.0,81,Animation
35. That Christmas,6.8,17000.0,91,Animation
36. Thelma the Unicorn,5.7,2900.0,93,Animation
37. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Animation
38. The Tiger's Apprentice,5.7,2100.0,84,Animation
39. The Lost Tiger,7.8,38.0,90,Animation
40. 200% Wolf,6.0,1300.0,98,Animation
41. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Animation
42. Ultraman: Rising,6.9,6200.0,117,Animation
43. 10 Lives,5.9,1800.0,88,Animation
44. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Animation
45. Frida,7.5,1500.0,87,Animation
46. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Animation
47. Mars,8.9,19.0,84,Animation
48. Dan Da Dan: First Encounter,8.2,2600.0,83,Animation
49. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Animation
50. Buffalo Kids,6.6,643.0,93,Animation
51. Dragonkeeper,5.7,1600.0,98,Animation
52. Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.7,1000.0,90,Animation
